doctor_name,specialization,city,clinic,rating,reviews_count,experience_years,price,consultation_format,source,profile_url
Саткенова Белла Ильясовна,Саткенова Белла Ильясовна,,,,,,10000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/satkenova-bella-ilyasovna
Шаумбасов Мурат Маратович,Шаумбасов Мурат Маратович,,,,,17,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/saumbasov-murat-maratovic
Шаухымбердиев Жансерик Аманкосович,Шаухымбердиев Жансерик Аманкосович,,,,,26,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sauxymberdiev-zanserik-amankosovic
Сейтасанова Марина Маратовна,Акушер-гинеколог,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/seitasanova-marina-maratovna/akuser-ginekolog
Шекей Сенгилбай,Шекей Сенгилбай,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sekei-sengilbai-
Сергазиева Айнур Шарханкызы,Эндокринолог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sergazieva-ainur-sarxankyzy/endokrinolog
Серикбаева Жанар Төребекқызы,Серикбаева Жанар Төребекқызы,,,,,5,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/serikbaevna-zanar-torebekqyzy
Серикбаева Жанар Төребекқызы,Эндокринолог,,,,,5,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/serikbaevna-zanar-torebekqyzy/endokrinolog
Шеркешбаева Гульмира Бисеновна,Шеркешбаева Гульмира Бисеновна,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/serkesbaeva-gulmira-bisenovna
Шеркешбаева Гульмира Бисеновна,Дерматокосметология,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/serkesbaeva-gulmira-bisenovna/dermatokosmetologiya
Шеркешбаева Гульмира Бисеновна,Дерматовенеролог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/serkesbaeva-gulmira-bisenovna/dermatovenerolog
Шиналиева Карлыгаш Аштархановна,Шиналиева Карлыгаш Аштархановна,,,,,13,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sinalieva-karlygas-astarxanovna
Синицина Наталья Викторовна,Акушер-гинеколог,,,,,5,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sinicina-natalya-viktorovna/akuser-ginekolog
Смагулова Мария Курбановна,Акушер-гинеколог,,,,,36,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/smagulova-mariya-kurbanovna/akuser-ginekolog
Сотник Ольга Михайловна,Сотник Ольга Михайловна,,,,,38,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sotnik-olga-mixailovna
Спакова Асем Ануарбеккызы,Спакова Асем Ануарбеккызы,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/spakova-asem-anuarbekkyzy
Спакова Асем Ануарбеккызы,Гематолог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/spakova-asem-anuarbekkyzy/gematolog
Степанова Кристина Сергеевна,Степанова Кристина Сергеевна,,,,,9,7400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/stepanova-kristina-sergeevna
Степанова Кристина Сергеевна,Акушер-гинеколог,,,,,9,7400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/stepanova-kristina-sergeevna/akuser-ginekolog
Сүйіндіков Алмас Жандарбекұлы,Сүйіндіков Алмас Жандарбекұлы,,,,,5,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/suindikov-almas-zandarbekuly
Сулейманова Ирина Юрьевна,Акушер-гинеколог,,,,,7,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/suleimanova-irina-yurevna/akuser-ginekolog
Султанмуратова Дильфуза Дильмурадовна,Акушер-гинеколог,,,,,5,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sultanmuratova-dilfuza-dilmuradovna/akuser-ginekolog
Суханбердиева Зарина Маратовна,Суханбердиева Зарина Маратовна,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/suxanberdieva-zarina-maratovna
Суханбердиева Зарина Маратовна,Дерматокосметология,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/suxanberdieva-zarina-maratovna/dermatokosmetologiya
Суханбердиева Зарина Маратовна,Дерматовенеролог,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/suxanberdieva-zarina-maratovna/dermatovenerolog
Таджибаев Талгат Кыдыралиевич,Ангиохирург,,,,,10,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tadzibaev-talgat-kydyralievic/angioxirurg
Тайгаренова Динара Серікқызы,Тайгаренова Динара Серікқызы,,,,,13,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taigarenova-dinara-serikqyzy
Тайгаренова Динара Серікқызы,Дефектолог,,,,,13,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taigarenova-dinara-serikqyzy/defektolog
Тайманова Багила Есенгельдиевна,Акушер-гинеколог,,,,,12,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taimanova-bagila-esengeldievna/akuser-ginekolog
Таирова Зарина Сайдулаевна,Эндокринолог,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tairova-zarina-saidulaevna/endokrinolog
Тайжанова Айгерим Ерликовна,Тайжанова Айгерим Ерликовна,,,,,6,5700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taizanova-aigerim-erlikovna
Талипова Жансая Амантайкызы,Гастроэнтеролог,,,,,,5700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/talipova-zansaya-amantaikyzy/gastroenterolog
Талышханова Саяна Фараджевна,Акушер-гинеколог,,,,,13,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/talysxanova-sayana-faradzevna/akuser-ginekolog
Танабаев Архат Слямханович,Танабаев Архат Слямханович,,,,,19,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tanabaev-arxat-slyamxanovic
Танкубаева Майя Каировна,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tankubaeva-maiya-kairovna/akuser-ginekolog
Танривердиев Канан,Эндоскопист,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tanriverdiev-kanan-/endoskopist
Ташкенбаева Газиза Бакбергеновна,Гастроэнтеролог,,,,,11,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taskenbaeva-gaziza-bakbergenovna/gastroenterolog
Ташкулова Жазира Бактияровна,Ташкулова Жазира Бактияровна,,,,,19,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taskulova-zazira-baktiyarovna
Ташкулова Жазира Бактияровна,Ташкулова Жазира Бактияровна,,,,,19,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/taskulova-zazira-baktiyarovna_1
Ташмухаметова Алия Болатовна,Ташмухаметова Алия Болатовна,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tasmuxametova-aliya-bolatovna_1
Ташмухаметова Алия Болатовна,Аллерголог-иммунолог,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tasmuxametova-aliya-bolatovna_1/allergolog-immunolog
Темербекова Альмира Садуакасовна,Гастроэнтеролог,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temerbekova-almira-saduakasovna/gastroenterolog
Темірбекқызы Құндыз ай Темірбекқызы,Темірбекқызы Құндыз ай Темірбекқызы,,,,,7,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temirbekqyzy-qundyzai-temirbekqyzy
Темірбекқызы Құндыз ай Темірбекқызы,Эндокринолог,,,,,7,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temirbekqyzy-qundyzai-temirbekqyzy/endokrinolog
Темирова Нурсулу Сманхановна,Темирова Нурсулу Сманхановна,,,,,11,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temirova-nursulu-smanxanovna
Темиржанова Арайлы Толеугазыевна,Темиржанова Арайлы Толеугазыевна,,,,,13,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temirzanova-araily-toleugazyevna
Темиржанова Арайлы Толеугазыевна,Дерматолог,,,,,13,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/temirzanova-araily-toleugazyevna/dermatolog
Тілеуова Жанат Омарқызы,Тілеуова Жанат Омарқызы,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tileuova-zanat-omarqyzy
Тілеуова Жанат Омарқызы,Эндокринолог,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tileuova-zanat-omarqyzy/endokrinolog
Тлеубаева Алия Акылбековна,Тлеубаева Алия Акылбековна,,,,,9,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tleubaeva-aliya-akylbekovna
Тлеубаева Алия Акылбековна,Гинеколог-онколог,,,,,9,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tleubaeva-aliya-akylbekovna/ginekolog-onkolog
Тойгонбаева Асель Абдырахмановна,Акушер-гинеколог,,,,,7,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/toigonbaeva-asel-asel/akuser-ginekolog
Токмуратова Айгуль Абдынабитовна,Токмуратова Айгуль Абдынабитовна,,,,,26,9100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tokmuratova-aigul-abdynabitovna
Торебаева Асел Алгазықызы,Акушер-гинеколог,,,,,5,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/torebaeva-asel-algazyqyzy/akuser-ginekolog
Торыбаева Гаухар Есеновна,Торыбаева Гаухар Есеновна,,,,,9,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/torybaeva-gauxar-esenovna
Торыбаева Гаухар Есеновна,Акушер-гинеколог,,,,,9,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/torybaeva-gauxar-esenovna/akuser-ginekolog
Тулепбаева Айсулу Байгельдыевна,Акушер-гинеколог,,,,,14,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tulepbaeva-aisulu-baigeldyevna/akuser-ginekolog
Турдахова Гулназ Хусановна,Акушер-гинеколог,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/turdaxova-gulnaz-xusanovna/akuser-ginekolog
Турдибаева Дильфуза Шафкатбековна,Акушер-гинеколог,,,,,5,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/turdibaeva-dilfuza-safkatbekovna/akuser-ginekolog
Туребекова Айгерим Ганиевна,Туребекова Айгерим Ганиевна,,,,,13,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/turebekova-aigerim-ganievna
Турсунханов Махмуд Максутханович,Турсунханов Махмуд Максутханович,,,,,10,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/tursunxanov-maxmud-maksutxanovic
Умурзаков Руслан Хакимович,Умурзаков Руслан Хакимович,,,,,9,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/umurzakov-ruslan-xakimovic
Уразкенова Айдана Суиндиковна,Уразкенова Айдана Суиндиковна,,,,,6,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/urazkenova-aidana-suindikovna
Уримбаев Олжас Муханбетгалиевич,Гастроэнтеролог,,,,,5,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/urimbaev-olzas-muxanbetgalievic/gastroenterolog
Усенова Гулнар Жаксылыккызы,Гастроэнтеролог,,,,,,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/usenova-gulnar-zaksylykkyzy/gastroenterolog
Успанова Гульзада Сатбековна,Акушер-гинеколог,,,,,14,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/uspanova-gulzada-satbekovna/akuser-ginekolog
Утебаев Рустем Орынбасарович,Гастроэнтеролог,,,,,14,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/utebaev-rustem-orynbasarovic/gastroenterolog
Ваганова Кристина Витальевна,Ваганова Кристина Витальевна,,,,,12,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/vaganova-kristina-vitalevna
Ваганова Кристина Витальевна,Челюстно-лицевой хирург,,,,,12,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/vaganova-kristina-vitalevna/celyustno-licevoi-xirurg
Володкина Сабина Павловна,Дерматолог,,,,,6,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/volodkina-sabina-pavlovna/dermatolog
Володкина Сабина Павловна,Дерматовенеролог,,,,,6,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/volodkina-sabina-pavlovna/dermatovenerolog
Халимназарова Назира Сабыржановна,Акушер-гинеколог,,,,,8,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xalimnazarova-nazira-sabyrzanovna/akuser-ginekolog
Халниязова Сабина Шамшидиновна,Халниязова Сабина Шамшидиновна,,,,,13,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xalniyazova-sabina-samsidinovna
Хамитова Гульнара Айткельдиновна,Акушер-гинеколог,,,,,28,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xamitova-gulnara-aitkeldinovna/akuser-ginekolog
Хасанова Галия Амангельдиевна,Дерматовенеролог,,,,,7,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xasanova-galiya-amangeldievna/dermatovenerolog
Хомпыш Назгуль,Хомпыш Назгуль,,,,,13,19000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xompys-nazgul-
Хомпыш Назгуль,Диетолог,,,,,13,19000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/xompys-nazgul-/dietolog
Якупова Рахатбуви Абликимовна,Дерматокосметология,,,,,7,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/yakupova-raxatbuvi-ablikimovna/dermatokosmetologiya
Якупова Рахатбуви Абликимовна,Гастроэнтеролог,,,,,7,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/yakupova-raxatbuvi-ablikimovna/gastroenterolog
Янгалычев Дамир Наильевич,Янгалычев Дамир Наильевич,,,,,,4500,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/yangalycev-damir-nailevic
Янгалычев Дамир Наильевич,Эндокринолог,,,,,,4500,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/yangalycev-damir-nailevic/endokrinolog
Юрченко Илья Александрович,Акушер-гинеколог детский,,,,,8,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/yurcenko-ilya-aleksandrovic/akuser-ginekolog-detskii
Жабакова Жанна Маратовна,Генетик,,,,,8,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zabakova-zanna-maratovna/genetik
Заитова Диана Кеняшевна,Заитова Диана Кеняшевна,,,,,11,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zaitova-diana-kenyasevna
Жакеева Меруерт Хасеновна,Жакеева Меруерт Хасеновна,,,,,11,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zakeeva-meruert-xasenovna
Жакупова Анар Ораловна,Жакупова Анар Ораловна,,,,,16,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zakupova-anar-oralovna
Жакупова Анар Ораловна,Гематолог детский,,,,,16,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zakupova-anar-oralovna/gematolog-detskii
Жамбаев Нариман Нышанкулович,Жамбаев Нариман Нышанкулович,,,,,5,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zambaev-nariman-nysankulovic
Жанабергенова Диана Кенесовна,Жанабергенова Диана Кенесовна,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zanabergenova-diana-kenesovna
Жанабергенова Диана Кенесовна,Дерматовенеролог,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zanabergenova-diana-kenesovna/dermatovenerolog
Жанболаткызы Гулдана Жанболаткызы,Акушер-гинеколог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zanbolatkyzy-guldana-zanbolatkyzy/akuser-ginekolog
Жанбырбекулы Уланбек Уланбек,Жанбырбекулы Уланбек Уланбек,,,,,15,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zanbyrbekuly-ulanbek-ulanbek
Жанисбаева Салтанат Кайсеновна,Жанисбаева Салтанат Кайсеновна,,,,,40,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zanisbaeva-saltanat-kaisenovna
Жаркеева Нұрсая Берікқызы,Диетолог,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zarkeeva-nursaya-berikqyzy/dietolog
Жауков Абат Бекболатович,Жауков Абат Бекболатович,,,,,20,10000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zaukov-abat-bekbolatovic
Жексенбекова Гульзира Джунусбековна,Дерматовенеролог,,,,,10,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zeksenbekova-gulzira-dzunusbekovna/dermatovenerolog
Желдыбаева Асель Кайратовна,Желдыбаева Асель Кайратовна,,,,,6,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zeldybaeva-asel-kairatovna
Желдыбаева Асель Кайратовна,Акушер-гинеколог,,,,,6,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zeldybaeva-asel-kairatovna/akuser-ginekolog
Жумабаева Фатима Сейдахметовна,Акушер-гинеколог,,,,,20,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zumabaeva-fatima-seidaxmetovna/akuser-ginekolog
Жуматаева Балауса Толеухановна,Эндокринолог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zumataeva-balausa-toleuxanovna/endokrinolog
Жұмекеева Айнагүл Балтабайқызы,Дерматовенеролог,,,,,17,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zumekeeva-ainagul-baltabaiqyzy/dermatovenerolog
Жусупбекова Индира Орынжановна,Жусупбекова Индира Орынжановна,,,,,8,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zusupbekova-indira-orynzanovna
Жусупбекова Индира Орынжановна,Детский ревматолог,,,,,8,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/zusupbekova-indira-orynzanovna/detskii-revmatolog
